,overall,reviewerID,asin
42737,5.0,A3N5P7PNGUELA9,B0000CCY9Q
42738,5.0,A1958KAM0OALR6,B0000CH4UZ
42739,5.0,A31ENOB5KYJYF0,B0000CH4UZ
42740,1.0,A1PPTGA9OFP62N,B0000CH4UZ
42741,4.0,A2Z4EUTNC73GER,B0000CH4UZ
42742,5.0,ACPFRI58HJCGB,B0000CH4UZ
42743,5.0,A35FTA1GSYO18L,B0000CH4UZ
42744,1.0,A2DFE9LQ1FZU4U,B0000CH4UZ
42745,1.0,A169GLZKIS8W90,B0000CH4UZ
42746,4.0,A1NOULTIOATDX6,B0000CH4UZ
42747,4.0,AG6ZPYZAUU0BS,B0000CH4UZ
42748,5.0,A32T2HPQK03TME,B0000CH4UZ
42749,5.0,ABW5QYJD9LKXY,B0000CH4UZ
42750,5.0,A1ZQYAR9LP42T9,B0000CH4UU
42751,3.0,A2CEEXZVXNIK46,B0000CH4UU
42752,5.0,A31HU0FTWP14A4,B0000CH4UU
42753,4.0,ALN1EOC0FIIMZ,B0000CH4UU
42754,3.0,A1TYD749MNMQHZ,B0000CH4UU
42755,5.0,A2P54GGJLV7QUR,B0000CH4UU
42756,5.0,A8UDYDCDN25HQ,B0000CH4UU
42757,3.0,A1C93C6ARAHDCA,B0000CH4UU
42758,1.0,A1ZXZBTLXM6404,B0000CH4UU
42759,4.0,A1KEIWYH8085EZ,B0000CH4UU
42760,5.0,A36R70JHJQLABO,B0000CH4UU
42761,5.0,A30H7OZEEA18O9,B0000CH4UU
42762,5.0,A25E4KTIUKOUMI,B0000CH4UU
42763,5.0,A2AERW2QXY0LB7,B0000CH4UU
42764,5.0,A3VMEPI3SWSKU6,B0000CH4UU
42765,1.0,A3BSJXRDN69RA3,B0000CH4UU
42766,2.0,A2O8F3KM3CO0F6,B0000CH4UU
42767,5.0,A3IX4HMQ383GOK,B0000CH4UU
42768,5.0,A2KRF44V6P3HWH,B0000CH4UU
42769,5.0,A324LWFKD8DS45,B0000CH4UU
42770,5.0,A2KJRI1RAKBOEV,B0000CH4UU
42771,3.0,A2OFBQ2UQLIXFA,B0000CH4UU
42772,5.0,A2EXV0TZUIQ9NH,B0000CH4UU
42773,5.0,A309NR8VC7WF6A,B0000CH4UU
42774,5.0,A2M0UYOQ9J8LMH,B0000CH4UU
42775,4.0,A3OSJ58OSX83KY,B0000CH4UU
42776,5.0,A1V8T7HN8UBMPK,B0000CH4UU
42777,5.0,A10FTZFSQGKW5X,B0000CH4UU
42778,5.0,A8P420RHJZ65O,B0000CH4UU
42779,5.0,A1W5KEHWXKIP4H,B0000CH4UU
42780,4.0,A3VCFT79MUHD95,B0000CH4UU
42781,5.0,A1H5Y2EVX2RFME,B0000CH4UU
42782,1.0,ADQQJUOJER0TB,B0000CH4UU
42783,5.0,AJUEGD62STZDK,B0000CH4UU
42784,5.0,A1740UBDU51FZF,B0000CH4UU
42785,5.0,A38TJM8XNF3NOP,B0000CH4UU
42786,4.0,A23SG21XKBWVFF,B0000CH4UU
42787,5.0,A2UTOE1SUF9IA9,B0000CH4UU
42788,4.0,A2M0UYOQ9J8LMH,B0000CH4UU
42789,2.0,A1M3SQ1JJS82O3,B0000CH4UU
42790,5.0,A1B9VCRXQV6Q7Q,B0000CH4UI
42791,5.0,A83JZXGAMC1U5,B0000CH4UI
42792,5.0,AJ5JJ20BC7GQK,B0000DH8GV
42793,5.0,AC4Z26E60FBEM,B0000DH8GV
42794,5.0,A250KCT03AM73Q,B0000DH8GV
42795,5.0,AEMZRE6QYVQBS,B0000DH8GV
42796,4.0,ACB8ECJQWS5G6,B0000DH8GV
42797,5.0,A1T3HHN6UOMHTV,B0000DH8GV
42798,5.0,A24QB5BF3B5A9S,B0000DH8GV
42799,5.0,A2QZG4Z79XR5YJ,B0000DYF6Y
42800,5.0,AGYF6DTK94MM5,B0000DYF6Y
42801,3.0,A1DSCWOTSRMFU4,B0000DYF6Y
42802,5.0,A2CCQAASXB6AXM,B0000DYF6Y
42803,5.0,A289FBEOWDAE0S,B0000DYF6Y
42804,5.0,A2T0CG7V2LT6M7,B0000DYF6Y
42805,5.0,A2PSUW13S5D5SE,B0000DYF6Y
42806,5.0,A1D2C0WDCSHUWZ,B0000DYF6Y
42807,5.0,A1PIRBKJZQ5TO3,B0000DYF6Y
42808,5.0,A1IFQXYGQ6DBF8,B0000DYF1N
42809,4.0,A1ZND0EDBZFYVE,B0000DYF1N
42810,5.0,A396KU3NU754B9,B0000DYF1N
42811,4.0,A1FKYKCBNW5TUR,B0000DYF1N
42812,4.0,ASVGLYNZJ88R0,B0000DYF1N
42813,5.0,A3SNBZJB4E1BVN,B0000DYF1N
42814,5.0,A3P351IDV6ZQ01,B0000DYF1N
42815,5.0,A1H7DJKHYPDNQQ,B0000DYF1N
42816,5.0,A3RS8RAHQ00PQ,B0000VBS8C
42817,5.0,A35NM11J9BK9K,B0000VBS8C
42818,5.0,A2OKO4PUAU9LIT,B0000VBS8C
42819,5.0,A3CUW09GCDGKFR,B0000VBS8C
42820,5.0,A2E9W7I39ZCWUT,B0000VBS8C
42821,5.0,A28DXB389SEX8X,B0000VBS8C
42822,5.0,A3S3J3XLVIBX7G,B0000VBS8C
42823,5.0,A2YZSMHBOG532K,B0000VBS8C
42824,5.0,A2CLU9Z88LXUR9,B0000VBS8C
42825,5.0,AIWIDR33HCTWU,B0000VBS8C
42826,5.0,A20FBNUHH3ZDZ4,B0000VBS8C
42827,4.0,AFCCUYP2C38SA,B00015UYBO
42828,2.0,A188PSUW6HG2AK,B00015UYBO
42829,3.0,A21GM3ZIG7SJTN,B00015UYBO
42830,3.0,A1LVI65WUEC7RD,B00015UYBO
42831,4.0,A3040IT8NXMH5N,B00015UYBO
42832,5.0,A1KHVW4VTZ82XC,B00015UYBO
42833,5.0,A1NI2KZ9R3XC9G,B00015UYBO
42834,4.0,A3UNLO2V6X7GXP,B00015UYBO
42835,5.0,A38TUM6NGPF3Y6,B00015UYBO
42836,5.0,A1AAN6MKUPRPEF,B00015UYBO
42837,5.0,A32NXAZJDZ89W5,B00015UYBO
42838,1.0,A6GVLGKL87WGO,B00015UYBO
42839,5.0,AL8S0RXLG4XW,B00015UYBO
42840,1.0,A27GOL7EP1SRX,B00015UYBO
42841,4.0,A3P0KPFSOQXRF5,B00015UYBO
42842,1.0,A27F79LT94MDAJ,B00015UYBO
42843,3.0,A1Q6RFIY5M455W,B00015UYBO
42844,3.0,AARB3BOHQ259P,B00015UYBO
42845,1.0,A2D57YVPS9U508,B00015UYBO
42846,1.0,A3QMDCJ1DHWDYQ,B00015UYBO
42847,5.0,A2D2FF9R76P647,B00015UYBO
42848,5.0,AU1K0QIS49AMK,B00015UYBO
42849,3.0,A1KY5G5FP31F2F,B00015UYBO
42850,5.0,AJ1LC6TGTB4UC,B00015UYBO
42851,5.0,AXURLO7NJQOTC,B00015UYBO
42852,3.0,A24JRVJFYYXKPS,B00015UYBO
42853,5.0,AIJD8UB4W8CVN,B00015UYBO
42854,4.0,A1IPS2VHSKYSLA,B00015UYBO
42855,4.0,AIR62DT6KM9U,B00015UYBO
42856,5.0,A2RCDW6O2TIOAF,B00015UYBO
42857,5.0,A1X1FMBQHK8D2A,B00015UYBO
42858,4.0,A246SG7XBSEK0X,B00016JENW
42859,5.0,A2UITIFIDX6J0T,B00016JENW
42860,5.0,APWUQTZDEE2VU,B00016JENW
42861,5.0,AK7CAW3N1XZV6,B00016JENW
42862,5.0,A6VEELD1BNR25,B00016JENW
42863,4.0,A33EF5E904YUEE,B00016JENW
42864,5.0,ARC4OYFGJVNLV,B00016JENW
42865,3.0,A1SOOH8YHBYTL2,B00016JENW
42866,4.0,AAJ919CUK7VDA,B00016JENW
42867,5.0,AI7L5V8RPG3IV,B00016JENW
42868,5.0,AF7AMOSJQCWW7,B00016JENW
42869,5.0,A2ME8QMG05MGY9,B00016JENW
42870,5.0,A1564QOMLMQDK2,B00016JENW
42871,5.0,A1MX9GY89BPQZ1,B00016JENW
42872,1.0,A1JEFSO29WTQ4T,B0001AG6ZC
42873,5.0,ABXO2QRWQP746,B0001AG6ZC
42874,2.0,A34A9U5I7QX2DH,B0001AG6ZC
42875,4.0,A2Y4F4U0QVLX1Q,B0001AG6ZC
42876,5.0,A2D0N00YZUV7YS,B0001AG6ZC
42877,5.0,A1C3BC3RT8WO2H,B0001AG6ZC
42878,4.0,A2471P2D2R4MF0,B0001AG6ZC
42879,4.0,ACFGA5Z9EME8A,B0001AG6ZC
42880,5.0,AXIOUPN4VN8DV,B0001AG6ZC
42881,1.0,A1DCKSE886MT2Y,B0001AG6ZC
42882,1.0,A11JHF693QXQZZ,B0001DI152
42883,5.0,AFCFHVQ06OW58,B0001DI152
42884,2.0,AA9WZKX0OCWML,B0001DI152
42885,5.0,A2QG3C8YADPSWU,B0001DI152
42886,5.0,A290R53XT4OKR,B0001DI152
42887,5.0,A3Q7DHKIU7TMBI,B0001DI152
42888,5.0,A31G9GUYVFMBFR,B0001DI152
42889,4.0,A2XODSO25PP6X8,B0001EK96A
42890,4.0,AY9WMVHRIZR2R,B0001EK96A
42891,5.0,A3ALBM5W7ZX6K4,B0001EK96A
42892,5.0,AZKNMOXAF4WRH,B0001EK96A
42893,4.0,A3EDHA016MJZ6Y,B0001EK96A
42894,1.0,AMWU08MN27QEB,B0001EK96A
42895,5.0,A3H16YVLD32QZ3,B0001EK96A
42896,3.0,A1SRTKTOP6LI0L,B0001EK96A
42897,3.0,A3R58VVWHVJK92,B0001EK96A
42898,3.0,A1K0L2PKZLISWJ,B0001EK96A
42899,4.0,A1OOAVHU5BKQWC,B0001EK96A
42900,5.0,A19VP87QWI6FSN,B0001EK96A
42901,5.0,A271LY4JW4668E,B0001EK96A
42902,5.0,ANSCO9U5CCS67,B0001EK96A
42903,4.0,ADLG8RRVIJ8VC,B0001EK96A
42904,5.0,AYNHKP0PZHYE1,B0001IOZWK
42905,5.0,A1HKD47KLIC01E,B0001IOZWK
42906,5.0,A2NOZB6VZCTOI4,B0001IOZWK
42907,5.0,A1KQ3DCKU7YAVS,B0001IOZWK
42908,2.0,A3E0I4Y5MUYDW9,B0001IOZWK
42909,4.0,ADA3ZPGW3M9PE,B0001IOZWK
42910,5.0,A3PSNJJW66GRR9,B0001IOZWK
42911,4.0,AESHGLEAOQ834,B0001IOZWK
42912,5.0,ABVBC6PCA9OLC,B0001IOZWK
42913,2.0,A3QAKOHZKCN6MC,B0001IOZWK
42914,5.0,A2JAEFKPB0G9PX,B0001IOZWK
42915,5.0,AHKE3PCR0UDB2,B0001IOZWK
42916,5.0,A55OFT2JV1UK0,B0001IOZWK
42917,5.0,A1X3UN5MUQFS9N,B0001IOZWK
42918,5.0,A3G4RXQT75TV9Z,B0001IOZWK
42919,5.0,AAPPW2UXV5PPR,B0001IOZWK
42920,5.0,A1AY8XTLL75IUB,B0001IOZWK
42921,5.0,AHI3DDTXOV1B3,B0001IOZWK
42922,5.0,A1PCLPPPPEIJ8E,B0001IOZWK
42923,5.0,ANHZX5XK1R5LQ,B0001IOZWK
42924,4.0,A17IXMJK7MZLBR,B0001IOZWK
42925,5.0,AM3CWKK90BN4B,B0001IOZWK
42926,5.0,A37GY8ORG4K4NZ,B0001IOZWK
42927,5.0,AX4MW28QO9RE9,B0001IOZWK
42928,5.0,A264634I3YC8G3,B0001IOZWK
42929,5.0,A10BDYC0MLVEIU,B0001IOZWK
42930,5.0,A5DUD9FWELNAI,B0001IOZWK
42931,5.0,A3DO5O6HMNVJUQ,B0001IOZWK
42932,5.0,A20VC7H41ZIARF,B0001IOZWK
42933,3.0,A1I98ITXEHWG5B,B0001IOZWK
42934,1.0,A3CQA0RQZL06ZJ,B0001IOZWK
42935,4.0,A2O4RKIYTH2OFI,B0001IOZWK
42936,5.0,A2C6MX422BDHQR,B0001IOZWK
42937,5.0,A2A160EDDNFD6J,B0001IOZWK
42938,5.0,A8U6TF8E4RUVL,B0001IOZWK
42939,5.0,A2QAQIV1GUJCR1,B0001IOZWK
42940,5.0,A1H0W7S2H5HC04,B0001IOZWK
42941,5.0,A2K0UAVJT7Z6WL,B0001KCHN2
42942,1.0,AEIV4KNGERGXM,B0001KCHN2
42943,1.0,A2G9BLK99WLOUI,B0001KCHN2
42944,4.0,A155BUTNCA7BGH,B0001KCHN2
42945,5.0,A2NLSC3RYBYOX7,B0001KCHN2
42946,2.0,ADPBN9FLO0R4R,B0001KCHN2
42947,5.0,AQAYOJP6YR6GQ,B0001KCHN2
42948,3.0,A2MLZ1F303D59N,B00008DP05
42949,4.0,A1KPLZZT6R3YGD,B0001MS2D4
42950,5.0,A2Z038CUA5CGU1,B0001MS2D4
42951,1.0,AMJ7D8OPFYZBG,B0001MS2D4
42952,5.0,A1BCW8PAJVE88H,B0001MS2D4
42953,5.0,AVQEVTAF488GX,B0001MS2D4
42954,5.0,A1QQDCCQ76PCJM,B0001MS2D4
42955,5.0,A202FKN95JMPAL,B0001MS2D4
42956,5.0,A3F5S67ELFOT25,B0001MS2D4
42957,4.0,A34U33KG8ITOL3,B0001MS2D4
42958,5.0,A308L6OZFZ4VQ2,B0001MS2D4
42959,1.0,A2ZAUF88OKLLL,B0001MS2D4
42960,5.0,AVZPUNG283UXT,B0001MS2D4
42961,5.0,A1LOY4AK4VCER0,B0001MS2D4
42962,4.0,A2LNNRIKYQI2PT,B0001MS2D4
42963,1.0,A1FEDK55GMLSV,B0001MS2D4
42964,5.0,A30WBWBXNEUUFI,B0001MS2D4
42965,5.0,A74P23MI2ETRK,B0001MS2D4
42966,4.0,A37D0F354GUJSI,B0001MS2D4
42967,5.0,A3A76BC9UBK427,B0001MS2D4
42968,5.0,A2CGQCOFT81A8I,B0001MS2D4
42969,5.0,AQHC0BY5VNP3U,B0001MS2D4
42970,5.0,A36E1GGCRP8KDD,B0001MS2D4
42971,5.0,A1RK3TXA5P2VO1,B0001MS2D4
42972,5.0,AD8YVUDBRMFTH,B0001MS2D4
42973,5.0,AV1G5EURNYI7T,B0001MS2D4
42974,5.0,A37GZYQSS95XKZ,B0001MS2D4
42975,5.0,A2ZFY1QNQS05CB,B0001MS2D4
42976,1.0,A1DHAGJC3GMQZL,B0001MS2D4
42977,5.0,A1I2HFM808XTTM,B0001MS2D4
42978,2.0,A37TF3O4FCETFU,B0001MS2D4
42979,5.0,A2F65TFVO5IO84,B0001MS2D4
42980,5.0,A1W619MRFY697K,B0001MS2D4
42981,5.0,A2ZCY309N8G3N7,B0001MS2D4
42982,5.0,AGM3WJRCUH7HS,B0001MS2D4
42983,5.0,A1UOATRQ0HKAO4,B0001MS2D4
42984,5.0,A95EKY116E24B,B0001MS2D4
42985,5.0,A1UOATRQ0HKAO4,B0001MS2D4
42986,1.0,A1NJHY5UY6PT5I,B0001MS2D4
42987,5.0,A6X1XMLHSRGQR,B0001MS2D4
42988,5.0,A2R33HG7D9O0SZ,B0001MS2D4
42989,5.0,A2DGBKRK9KLTT6,B0001MS2D4
42990,5.0,A26EZX5SNAA2R2,B0001MS2D4
42991,5.0,A22111ZRNCE9N0,B0001MS2D4
42992,5.0,AJCL44YDZ31FB,B0001MS2D4
42993,5.0,A7ESHQXZI0ZO7,B0001MS2D4
42994,4.0,A3MTLQ9846GP4Y,B0001MS2D4
42995,1.0,A1WXRIKKDDZESU,B0001MS2D4
42996,5.0,A3IB13DLDST4TL,B0001MS2D4
42997,4.0,A1QAGQ64OOBJJJ,B0001MS2D4
42998,5.0,A2QV0VS3NZ3QKT,B0001MS2D4
42999,5.0,A21FFUC8BEMDJ7,B0001MS2D4
43000,5.0,A21FFUC8BEMDJ7,B0001MS2D4
43001,5.0,AH70I63DCYCL,B0001MS2D4
43002,5.0,A16KXSQAGCTW9E,B0001MS2D4
43003,5.0,A1JK6EZ14KFBWM,B0001MS2D4
43004,5.0,A8GW76SM2SWMJ,B0001MS2D4
43005,5.0,A31M1C5W2G2Z65,B0001MS2D4
43006,4.0,AKKXYINY4UUUU,B0001MS2D4
43007,2.0,A2MA286WA56H8K,B0001MS2D4
43008,4.0,A1PUZ1FIN7BADR,B0001MS2D4
43009,5.0,A2U6SOM6GF1RKP,B0001MS2D4
43010,5.0,A2PGJ7IPSP7OBB,B0001MS2D4
43011,5.0,A343AQ1EV79HXH,B0001MS2D4
43012,5.0,A2DSS7U6SPJCS3,B0001MS2D4
43013,5.0,A2KDER7ASZ2VI4,B0001MS2D4
43014,5.0,A3UH4O6QKDXO52,B0001MS2D4
43015,4.0,A114A1RAQWRI4A,B0001MS2D4
43016,5.0,A3GGUXCTC8MVI5,B0001MS2D4
43017,5.0,A2AACHXVS8NFRL,B0001MS2D4
43018,5.0,AD39FSG2PYBU,B0001MS2D4
43019,3.0,A2DG4R0XE64YBM,B0001MS2D4
43020,5.0,APRAZ3AZEX9X,B0001MS2D4
43021,5.0,A35N2VXLTCBRZV,B0001MS2D4
43022,5.0,A2IC36QX54G3IS,B0001MS2D4
43023,5.0,A1WN7DJS0KMXE8,B0001MS2D4
43024,5.0,AMKQP0R290TLS,B0001MS2D4
43025,5.0,A25DS71M7UKYRP,B0001MS2D4
43026,3.0,AVFP6Y641X6CZ,B0001MS2D4
43027,5.0,A3IPAODI8SOOBQ,B0001MS2D4
43028,4.0,A2ZIS0H92F1UPI,B0001MS2D4
43029,5.0,A1ZZGN30GSHFP1,B0001MS2D4
43030,4.0,ACUGBCEADYT6D,B0001MS2D4
43031,5.0,AK85OSQ09T3BV,B0001MS2D4
43032,5.0,A14B0OKA2TGB0I,B0001MS2D4
43033,5.0,A2PK1QIPTALMT8,B0001MS2D4
43034,5.0,A6PCY5NE7G14T,B0001MS2D4
43035,5.0,A3D371H652Y43N,B0001MS2D4
43036,1.0,A15KXKNOJ4OIPS,B0001MS2D4
43037,5.0,A2N2CC09JMKFG,B0001MS2D4
43038,5.0,A329M4WU3520Z2,B0001MS2D4
43039,5.0,A3E9PE2VZFEI6Q,B0001MS2D4
43040,5.0,A1R5T5ATUFMW7V,B0001MS2D4
43041,5.0,A14OJA2D0GZA8L,B0001MS2D4
43042,5.0,A35HJ23MAZAL26,B0001MS2D4
43043,5.0,A2CED9B3A0Q6UL,B0001MS2D4
43044,3.0,AR98420FNQX7S,B0001MS2D4
43045,5.0,A8W0LGHXIFGEJ,B0001MS2D4
43046,5.0,A36XKGSG78E0QZ,B0001MS2D4
43047,5.0,A1H1AK0SXGMEDQ,B0001MS2D4
43048,5.0,A1YJRED455MMJU,B0001MS2D4
43049,5.0,A1SYEOD40HDKMS,B0001MS2D4
43050,5.0,AQJH55JNFYSH3,B0001PBUDA
43051,5.0,A3MSGBIPM8E99N,B0001PBUDA
43052,5.0,A16ACKP8KU4Y45,B0001PBUDA
43053,5.0,A309446PJ1TBOE,B0001PBUDA
43054,5.0,A68QXK0H88J4I,B0001PBUDA
43055,5.0,AZYR8XFX3FWQH,B0001PBUDA
43056,5.0,A24TH2DQ1D3NWB,B0001PBUDA
43057,5.0,AZOU1DCAYV26P,B0001PBUDA
43058,4.0,ACP7R8HUPFL2Z,B0001PBUDA
43059,5.0,A2ZOPAP7KYQECC,B0001PBUDA
43060,5.0,A7WH560VVUXB2,B0001PBUDA
43061,5.0,A2ACNQC6JFXLSP,B0001PBUDA
43062,5.0,ALJU1N1XLN1FQ,B0001PBUDA
43063,5.0,A1Z087LLNHYXQT,B0001PBUDA
43064,5.0,A2S6KOVXA6XB8Z,B0001PBUDA
43065,5.0,A1B594YUE3XUI8,B0001PBUDA
43066,5.0,A2URYP606SALEU,B000225WAY
43067,5.0,ARUP4XSUI0VU,B00024CU5W
43068,5.0,A2DR6C9WQ8NRKH,B00024CU5W
43069,5.0,A1ONE2MFKH8JV1,B00024CY7Q
43070,5.0,A3SH4V2V6L5RQQ,B00024CY7Q
43071,4.0,A1S71X1BD8PKO8,B00024CY7Q
43072,4.0,A3AP7ETGPE1IM1,B00024CY7Q
43073,1.0,A32CB5J298TOFT,B00024CY7Q
43074,2.0,A191649CDR6IBM,B00024CY7Q
43075,4.0,A1GR7H83D3SQ29,B00024CY7Q
43076,5.0,A17ISGNGYS37H9,B00024CY7Q
43077,5.0,A24SJQQQFYD2G1,B00024CY7Q
43078,5.0,A1AAIZE46O771R,B00024CY7Q
43079,1.0,A15BEJ42PWK3W3,B00024CY7Q
43080,5.0,A1FQHYVNIG9Q65,B00024CY7Q
43081,5.0,A1T5V81INELAUQ,B00024CXM2
43082,4.0,A24RS6ZJDZMJHO,B00024CXM2
43083,5.0,A3W0SPVH1GJB2W,B00026EFR6
43084,4.0,A31OS2457N39UA,B00026EFR6
43085,4.0,A1K31NF81TS0CO,B00026EFR6
43086,4.0,A3EW5LW8XCF6AH,B00026EFR6
43087,4.0,APGNSFT5XCFIT,B00026EFR6
43088,5.0,A22AD8M2SSOFHJ,B00026EFR6
43089,4.0,A345CFDPZWWLLT,B00026EFR6
43090,5.0,A17U700XQL9C98,B00026EFR6
43091,5.0,A2SYNDZSH73SFG,B00026EFR6
43092,5.0,A14XRQB29IAB2D,B00026EFR6
43093,5.0,A9V8Z0OL8I16P,B00026EFR6
43094,4.0,A38IQRI0JRZLHX,B00026EFR6
43095,3.0,A11C9MRO09ON6M,B00026EFR6
43096,5.0,A386ZNRX0TFFHX,B00026EFR6
43097,4.0,AIZLNGBECYQMN,B00026EFR6
43098,4.0,A3Q2WLAIVYKYS8,B00026EFR6
43099,2.0,A2BRZDMSGCYIKN,B00026EFR6
43100,2.0,AHU66RH70FB61,B00026EFR6
43101,5.0,A1EGLN8I606C76,B00026EFR6
43102,1.0,A1CZA21H5VBVSW,B00026EFR6
43103,5.0,A2JFH2GGB4U26G,B00026EFR6
43104,2.0,A1DNZITWR2EFU9,B00026EFR6
43105,1.0,AYAIB0BLDKP71,B00026EFR6
43106,3.0,A1AGCXQY6NA6IR,B00026EFR6
43107,2.0,A2KIU9UIY5XTB2,B00026EFR6
43108,4.0,A14CPVP535ZMJJ,B00026EFR6
43109,5.0,AJPPFWXW6O8E5,B00026EFR6
43110,5.0,A3QFLRYP2SR7WV,B00026EFR6
43111,5.0,A376AHZOV1CJFV,B00026EFR6
43112,5.0,A11V9758LC7WPK,B00026EFR6
43113,5.0,A3FYGEAKWEY5B,B00026EFR6
43114,4.0,AQ9XS0LQXC2RS,B00026EFR6
43115,4.0,AENB6JREY7NYC,B00026EFR6
43116,4.0,A3V0A00GH9SKBG,B00026EFR6
43117,5.0,A2EQQXWZHB7XFM,B00026EFR6
43118,5.0,A1AJNCIA88AL70,B00026EFR6
43119,4.0,A280ZAIWKWK9OP,B00026EFR6
43120,1.0,A3RYXCMYIV6Z3S,B00026EFR6
43121,4.0,A175JEEQ78MDIG,B00026EFR6
43122,5.0,A1AVAR6YRIGVRQ,B00026EFR6
43123,1.0,A1Z2QAXNMJPMQW,B00026EFR6
43124,5.0,A2AMS1EY53Y0CT,B00026EFR6
43125,5.0,ANAIECHW5LXLK,B00026EFR6
43126,3.0,AVU73Z4BWTKE4,B00026EFR6
43127,1.0,A3UMM7RS1F9QGX,B00026EFR6
43128,5.0,A32FDGA30QCLRX,B00026EFR6
43129,1.0,A14ER82WNW6TZ0,B00026EFR6
43130,1.0,A14OCZW63VDOXT,B00026EFR6
43131,4.0,A2S33Z63X8XGUV,B00026EFR6
43132,5.0,A2W8SKGQZRYVEJ,B00026EFR6
43133,1.0,A8NHN9UPML858,B00026EFR6
43134,3.0,A1PPWIO7I1E1J5,B00026EFR6
43135,2.0,A185TN82SHGBQJ,B00026EFR6
43136,5.0,AEXX7GBL2XIXP,B00026EFR6
43137,4.0,A215WH6RUDUCMP,B00026EFR6
43138,2.0,A5JLAU2ARJ0BO,B00026EFR6
43139,5.0,A1O3T656ZOEMC,B00026EFR6
43140,4.0,A11X31Y9K9I0VS,B00026EFR6
43141,5.0,A3W2SQD1F39S52,B00026EFR6
43142,5.0,A2OWEYUZAQZ555,B00026EFR6
43143,5.0,AAG0EPDVZ7I6S,B00026EFR6
43144,3.0,A3E975KR2HRERX,B00026EFR6
43145,5.0,A3QE4SABCWWTHH,B00026EFR6
43146,5.0,A1XS4Y414GN09M,B00026EFR6
43147,5.0,A32Y463XXEM4GJ,B00026EFR6
43148,4.0,A2NJO4L4R6H23G,B00026EFR6
43149,5.0,APV4SLSPM0GBV,B00026EFR6
43150,5.0,A2XT2RYJ3BS33T,B00026EFR6
43151,4.0,A16GY2FUUGXRZL,B00026EFR6
43152,4.0,A1Y00SAERBZ21T,B00026EFR6
43153,2.0,A3VYH66K1085IV,B00026E9XG
43154,3.0,A2OBCGAPOIITH9,B00026E9XG
43155,3.0,A1SS86Z16FR5MP,B00026E9XG
43156,1.0,A10BECCVLU8T2Y,B00026E9XG
43157,4.0,A19561T4QMZBA,B00026E9XG
43158,5.0,A2I7YZ32RHS66O,B00026E9XG
43159,5.0,AFJ4GSR0WSPA9,B00026E9XG
43160,5.0,A2HLKJPFX3H6WO,B00026E9XG
43161,1.0,AGGDG9TC0KG8W,B00026E9XG
43162,2.0,A1AVTHMKU49JZR,B00026E9XG
43163,5.0,A3JO94GRC1YNFT,B00026E9XG
43164,4.0,A2HSOJAI4P2HAN,B00026E9XG
43165,5.0,A9UME79CT8ADP,B00026E9XG
43166,5.0,A15W3GJ2CKJX59,B00026E9XG
43167,5.0,AIHOPSI7VW8DR,B00026E9XG
43168,1.0,A11YB54TOVJLZJ,B00026E9XG
43169,5.0,AVWB2DQ0TRW7,B00026E9XG
43170,5.0,A1AHKV25BVYUD0,B00026E9XG
43171,5.0,AUZ0G5MOURXSP,B00026E9XG
43172,2.0,A1T59PQZ9KFB7F,B00026E9XG
43173,1.0,A332VJOU6OKRXS,B00026E9XG
43174,4.0,A3EEWJL0Y3JDNW,B00026E9XG
43175,5.0,AHX51I1DLSJ6I,B00026E9XG
43176,5.0,ANBX7YKFK15FM,B00026E9XG
43177,5.0,AWI6536MV10RP,B00026E9XG
43178,4.0,A1EXXB74Y94MAC,B00026E9XG
43179,5.0,A2OFJF90GKSNN,B00026E9XG
43180,2.0,A36LZOSD2VBT3V,B00026E9XG
43181,1.0,A3ABHAA21QNKHJ,B00026E9XG
43182,5.0,AQUIGHKE5RTHL,B00026E9XG
43183,5.0,A2I23O79Q3O0C4,B00026E9XG
43184,4.0,A2047N4FE14WZD,B00026E9XG
43185,5.0,AR36KE8J7KFI3,B00026E9XG
43186,5.0,A1U5AUWDHULXFL,B00026E9XG
43187,5.0,AZ03SZHW2E0WK,B00026E9XG
43188,4.0,ADS99W8WMEXZ2,B00026E9XG
43189,5.0,A1GHHA44ANHDLJ,B00026E9XG
43190,4.0,A373TMELHR87FU,B00026E9XG
43191,5.0,A1238BSJJHF8OG,B00026E9XG
43192,3.0,A1BLPZ54A0P8O,B00026E9XG
43193,4.0,A2DBSAXHFPG13E,B00026E9XG
43194,5.0,AGY462CT3EVZ1,B00026E9XG
43195,5.0,A16M8JQSWY81NI,B00026E9XG
43196,5.0,A33JI2H70SGGYP,B00026E9XG
43197,5.0,A25U1ZZLH4TT45,B00026E9XG
43198,5.0,ASM6T3I5W2ICD,B00026E9XG
43199,5.0,A2LGTJK2J3O09L,B00026E9XG
43200,4.0,A1YEO742MBVQEL,B00026E9XG
43201,5.0,A31WYC3BD9S8ZP,B00026E9XG
43202,5.0,A1EKJR0TCV9H6M,B00026E9XG
43203,4.0,A3NM8DQ9E36II5,B00026E9XG
43204,4.0,A15CPN9EOB6U8V,B00026E9XG
43205,5.0,AWYSJ556O8GCX,B00026E9XG
43206,4.0,A1UYOH4WD3JX48,B00026E9XG
43207,4.0,AADATL9UAQ8YH,B00026E9XG
43208,1.0,A1GWU67T3BNC2X,B00026E9XG
43209,5.0,A2CERDHBAQ3833,B00026E9XG
43210,1.0,A2CAEQOGHBOSZO,B000278N6E
